ID	URL	category	genome_size
GCF_949468545.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/468/545/GCF_949468545.1_extra-SRR959124.90_1677795717/GCF_949468545.1_extra-SRR959124.90_1677795717_genomic.fna.gz	bacteria	2087802
GCF_003367595.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/595/GCF_003367595.1_ASM336759v1/GCF_003367595.1_ASM336759v1_genomic.fna.gz	bacteria	2027698
GCF_001735715.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/715/GCF_001735715.1_ASM173571v1/GCF_001735715.1_ASM173571v1_genomic.fna.gz	bacteria	2016454
GCF_900104765.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/765/GCF_900104765.1_IMG-taxon_2634166549_annotated_assembly/GCF_900104765.1_IMG-taxon_2634166549_annotated_assembly_genomic.fna.gz	bacteria	3476061
GCF_000799075.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/799/075/GCF_000799075.1_ZOR0034.1/GCF_000799075.1_ZOR0034.1_genomic.fna.gz	bacteria	2738314
GCF_003568585.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/585/GCF_003568585.1_meiothermus1.04/GCF_003568585.1_meiothermus1.04_genomic.fna.gz	bacteria	3073341
GCF_000798815.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/798/815/GCF_000798815.1_ZOR0009.1/GCF_000798815.1_ZOR0009.1_genomic.fna.gz	bacteria	4445493
GCF_000445165.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/165/GCF_000445165.1_UNSWDHB/GCF_000445165.1_UNSWDHB_genomic.fna.gz	bacteria	3201560
GCF_014883105.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/883/105/GCF_014883105.1_ASM1488310v1/GCF_014883105.1_ASM1488310v1_genomic.fna.gz	bacteria	3719315
GCF_000702445.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/445/GCF_000702445.1_ASM70244v1/GCF_000702445.1_ASM70244v1_genomic.fna.gz	bacteria	5747993
GCF_000800875.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/875/GCF_000800875.1_ZWU0022.1/GCF_000800875.1_ZWU0022.1_genomic.fna.gz	bacteria	2754517
GCF_900156495.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/495/GCF_900156495.1_IMG-taxon_2681812929_annotated_assembly/GCF_900156495.1_IMG-taxon_2681812929_annotated_assembly_genomic.fna.gz	bacteria	4441008
GCF_000475695.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/695/GCF_000475695.1_SA173C/GCF_000475695.1_SA173C_genomic.fna.gz	bacteria	1657037
GCF_000604305.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/305/GCF_000604305.1_SA213C/GCF_000604305.1_SA213C_genomic.fna.gz	bacteria	1618554
GCF_000577245.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/577/245/GCF_000577245.1_EB02/GCF_000577245.1_EB02_genomic.fna.gz	bacteria	4006766
GCF_000478195.2.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/195/GCF_000478195.2_ASM47819v2/GCF_000478195.2_ASM47819v2_genomic.fna.gz	bacteria	6867625
GCF_026153205.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/153/205/GCF_026153205.1_ASM2615320v1/GCF_026153205.1_ASM2615320v1_genomic.fna.gz	bacteria	6804661
GCF_001592165.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/592/165/GCF_001592165.1_ASM159216v1/GCF_001592165.1_ASM159216v1_genomic.fna.gz	bacteria	3448805
GCF_000813345.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/813/345/GCF_000813345.1_ASM81334v1/GCF_000813345.1_ASM81334v1_genomic.fna.gz	bacteria	2629984
GCF_016772115.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/772/115/GCF_016772115.1_8T1HF07.NaAc.6.1_CLC/GCF_016772115.1_8T1HF07.NaAc.6.1_CLC_genomic.fna.gz	bacteria	2128629
GCF_000648235.2.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/235/GCF_000648235.2_ASM64823v2/GCF_000648235.2_ASM64823v2_genomic.fna.gz	bacteria	2817974
GCF_000689375.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/689/375/GCF_000689375.1_CHV_1/GCF_000689375.1_CHV_1_genomic.fna.gz	bacteria	1012588
GCF_016756415.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/415/GCF_016756415.1_ASM1675641v1/GCF_016756415.1_ASM1675641v1_genomic.fna.gz	bacteria	2175890
GCF_000507865.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/865/GCF_000507865.1_Heli_cani_NCTC_12740_V1/GCF_000507865.1_Heli_cani_NCTC_12740_V1_genomic.fna.gz	bacteria	1932823
GCF_000507845.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/845/GCF_000507845.1_Heli_maca_MIT_99-5501_V1/GCF_000507845.1_Heli_maca_MIT_99-5501_V1_genomic.fna.gz	bacteria	2369528
GCF_016584665.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/584/665/GCF_016584665.1_ASM1658466v1/GCF_016584665.1_ASM1658466v1_genomic.fna.gz	bacteria	5264835
GCF_002379365.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/379/365/GCF_002379365.1_ASM237936v1/GCF_002379365.1_ASM237936v1_genomic.fna.gz	bacteria	3285397
GCF_001936255.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/255/GCF_001936255.1_ASM193625v1/GCF_001936255.1_ASM193625v1_genomic.fna.gz	bacteria	1042690
GCF_001418345.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/418/345/GCF_001418345.1_ASM141834v1/GCF_001418345.1_ASM141834v1_genomic.fna.gz	bacteria	2437751
GCF_001517265.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/517/265/GCF_001517265.1_JGI_assembly/GCF_001517265.1_JGI_assembly_genomic.fna.gz	bacteria	2437751
GCF_000702505.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/505/GCF_000702505.1_ASM70250v1/GCF_000702505.1_ASM70250v1_genomic.fna.gz	bacteria	5607959
GCF_000744775.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/775/GCF_000744775.1_ASM74477v1/GCF_000744775.1_ASM74477v1_genomic.fna.gz	bacteria	2934621
GCF_000688455.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/688/455/GCF_000688455.1_ASM68845v1/GCF_000688455.1_ASM68845v1_genomic.fna.gz	bacteria	3686523
GCF_000943555.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/555/GCF_000943555.1_ASM94355v1/GCF_000943555.1_ASM94355v1_genomic.fna.gz	bacteria	4020819
GCF_000600085.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/085/GCF_000600085.1_ASM60008v1/GCF_000600085.1_ASM60008v1_genomic.fna.gz	bacteria	1637925
GCF_001559775.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/775/GCF_001559775.1_ASM155977v1/GCF_001559775.1_ASM155977v1_genomic.fna.gz	bacteria	1598094
GCF_013421525.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/421/525/GCF_013421525.1_ASM1342152v1/GCF_013421525.1_ASM1342152v1_genomic.fna.gz	bacteria	1386907
GCF_014207595.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/207/595/GCF_014207595.1_ASM1420759v1/GCF_014207595.1_ASM1420759v1_genomic.fna.gz	bacteria	4170210
GCF_001956985.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/956/985/GCF_001956985.1_ASM195698v1/GCF_001956985.1_ASM195698v1_genomic.fna.gz	bacteria	7651896
GCF_031291815.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/291/815/GCF_031291815.1_ASM3129181v1/GCF_031291815.1_ASM3129181v1_genomic.fna.gz	bacteria	7578061
GCF_000816365.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/365/GCF_000816365.1_ASM81636v1/GCF_000816365.1_ASM81636v1_genomic.fna.gz	bacteria	1791508
GCF_000499365.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/365/GCF_000499365.1_ASM49936v1/GCF_000499365.1_ASM49936v1_genomic.fna.gz	bacteria	1407418
GCF_001263175.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/175/GCF_001263175.1_ASM126317v1/GCF_001263175.1_ASM126317v1_genomic.fna.gz	bacteria	4350553
GCF_001263205.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/205/GCF_001263205.1_ASM126320v1/GCF_001263205.1_ASM126320v1_genomic.fna.gz	bacteria	12191466
GCF_947487135.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/487/135/GCF_947487135.1_2-473A-2-J.fasta/GCF_947487135.1_2-473A-2-J.fasta_genomic.fna.gz	bacteria	3905314
GCF_947487515.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/487/515/GCF_947487515.1_2-494.fasta/GCF_947487515.1_2-494.fasta_genomic.fna.gz	bacteria	3344989
GCF_947493905.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/493/905/GCF_947493905.1_2-294.fasta/GCF_947493905.1_2-294.fasta_genomic.fna.gz	bacteria	3908265
GCF_947501785.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/501/785/GCF_947501785.1_2-490A.fasta/GCF_947501785.1_2-490A.fasta_genomic.fna.gz	bacteria	3893318
GCF_000739615.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/615/GCF_000739615.1_ASM73961v1/GCF_000739615.1_ASM73961v1_genomic.fna.gz	bacteria	7795129
GCF_000739635.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/635/GCF_000739635.1_ASM73963v1/GCF_000739635.1_ASM73963v1_genomic.fna.gz	bacteria	8576512
GCF_000475295.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/295/GCF_000475295.1_De_Novo_assembly/GCF_000475295.1_De_Novo_assembly_genomic.fna.gz	bacteria	3636972
GCF_014653055.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/653/055/GCF_014653055.1_ASM1465305v1/GCF_014653055.1_ASM1465305v1_genomic.fna.gz	bacteria	4753911
GCF_040285115.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/285/115/GCF_040285115.1_ASM4028511v1/GCF_040285115.1_ASM4028511v1_genomic.fna.gz	bacteria	5252909
GCF_008065115.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/065/115/GCF_008065115.1_ASM806511v1/GCF_008065115.1_ASM806511v1_genomic.fna.gz	bacteria	6473141
GCF_003576155.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/576/155/GCF_003576155.1_ASM357615v1/GCF_003576155.1_ASM357615v1_genomic.fna.gz	bacteria	3193301
GCF_021952865.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/952/865/GCF_021952865.1_ASM2195286v1/GCF_021952865.1_ASM2195286v1_genomic.fna.gz	bacteria	3243492
GCF_000739655.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/655/GCF_000739655.1_ASM73965v1/GCF_000739655.1_ASM73965v1_genomic.fna.gz	bacteria	8693933
GCF_000493885.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/885/GCF_000493885.1_suis/GCF_000493885.1_suis_genomic.fna.gz	bacteria	1079683
GCF_000733295.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/733/295/GCF_000733295.1_ASM73329v1/GCF_000733295.1_ASM73329v1_genomic.fna.gz	bacteria	12537762
GCF_000485815.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/485/815/GCF_000485815.1_ASM48581v1/GCF_000485815.1_ASM48581v1_genomic.fna.gz	bacteria	3180043
GCF_000828655.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/655/GCF_000828655.1_ASM82865v1/GCF_000828655.1_ASM82865v1_genomic.fna.gz	bacteria	2014912
GCF_000828675.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/675/GCF_000828675.1_ASM82867v1/GCF_000828675.1_ASM82867v1_genomic.fna.gz	bacteria	2187612
GCF_000568755.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/568/755/GCF_000568755.1_ASM56875v1/GCF_000568755.1_ASM56875v1_genomic.fna.gz	bacteria	1730484
GCF_000622245.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/245/GCF_000622245.1_ASM62224v1/GCF_000622245.1_ASM62224v1_genomic.fna.gz	bacteria	2103008
GCF_000686565.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/565/GCF_000686565.1_ASM68656v1/GCF_000686565.1_ASM68656v1_genomic.fna.gz	bacteria	2475170
GCF_949280675.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/280/675/GCF_949280675.1_single-wildmice_C1240.38_1675168343/GCF_949280675.1_single-wildmice_C1240.38_1675168343_genomic.fna.gz	bacteria	2237591
GCF_000518225.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/225/GCF_000518225.1_ASM51822v1/GCF_000518225.1_ASM51822v1_genomic.fna.gz	bacteria	1435066
GCF_003574345.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/574/345/GCF_003574345.1_ASM357434v1/GCF_003574345.1_ASM357434v1_genomic.fna.gz	bacteria	4432248
GCF_000828815.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/815/GCF_000828815.1_ASM82881v1/GCF_000828815.1_ASM82881v1_genomic.fna.gz	bacteria	708439
GCF_000530755.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/530/755/GCF_000530755.1_W_O_volvulus_Cameroon_v3/GCF_000530755.1_W_O_volvulus_Cameroon_v3_genomic.fna.gz	bacteria	960618
GCF_000702285.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/285/GCF_000702285.1_ASM70228v1/GCF_000702285.1_ASM70228v1_genomic.fna.gz	bacteria	3848685
GCF_000702225.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/225/GCF_000702225.1_ASM70222v1/GCF_000702225.1_ASM70222v1_genomic.fna.gz	bacteria	3850389
GCF_001545115.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/545/115/GCF_001545115.1_Protochlamydia_greubae/GCF_001545115.1_Protochlamydia_greubae_genomic.fna.gz	bacteria	3424182
GCF_000500065.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/500/065/GCF_000500065.1_AB2/GCF_000500065.1_AB2_genomic.fna.gz	bacteria	1783846
GCF_000500045.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/500/045/GCF_000500045.1_AB6.5.1/GCF_000500045.1_AB6.5.1_genomic.fna.gz	bacteria	1784977
GCF_002752635.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/635/GCF_002752635.1_ASM275263v1/GCF_002752635.1_ASM275263v1_genomic.fna.gz	bacteria	2992699
GCF_000691545.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/545/GCF_000691545.1_ASM69154v1/GCF_000691545.1_ASM69154v1_genomic.fna.gz	bacteria	902487
GCF_000615805.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/615/805/GCF_000615805.1_ASM61580v1/GCF_000615805.1_ASM61580v1_genomic.fna.gz	bacteria	2107444
GCF_001436415.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/436/415/GCF_001436415.1_ASM143641v1/GCF_001436415.1_ASM143641v1_genomic.fna.gz	bacteria	1834154
GCF_001750685.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/685/GCF_001750685.1_ASM175068v1/GCF_001750685.1_ASM175068v1_genomic.fna.gz	bacteria	5817221
GCF_009711625.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/711/625/GCF_009711625.1_ASM971162v1/GCF_009711625.1_ASM971162v1_genomic.fna.gz	bacteria	5625643
GCF_003752135.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/752/135/GCF_003752135.1_ASM375213v1/GCF_003752135.1_ASM375213v1_genomic.fna.gz	bacteria	1858153
GCF_005083985.2.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/083/985/GCF_005083985.2_ASM508398v2/GCF_005083985.2_ASM508398v2_genomic.fna.gz	bacteria	1871566
GCF_001021175.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/175/GCF_001021175.1_ASM102117v1/GCF_001021175.1_ASM102117v1_genomic.fna.gz	bacteria	2435399
GCF_001021165.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/165/GCF_001021165.1_ASM102116v1/GCF_001021165.1_ASM102116v1_genomic.fna.gz	bacteria	2274557
GCF_002895605.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/895/605/GCF_002895605.1_ASM289560v1/GCF_002895605.1_ASM289560v1_genomic.fna.gz	bacteria	2107090
GCF_002895485.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/895/485/GCF_002895485.1_ASM289548v1/GCF_002895485.1_ASM289548v1_genomic.fna.gz	bacteria	2226224
GCF_002895495.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/895/495/GCF_002895495.1_ASM289549v1/GCF_002895495.1_ASM289549v1_genomic.fna.gz	bacteria	2138141
GCF_000512145.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/145/GCF_000512145.1_ASM51214v2/GCF_000512145.1_ASM51214v2_genomic.fna.gz	bacteria	1030684
GCF_000943565.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/565/GCF_000943565.1_ASM94356v1/GCF_000943565.1_ASM94356v1_genomic.fna.gz	bacteria	3961353
GCF_004364585.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/364/585/GCF_004364585.1_ASM436458v1/GCF_004364585.1_ASM436458v1_genomic.fna.gz	bacteria	2948026
GCF_016916835.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/916/835/GCF_016916835.1_ASM1691683v1/GCF_016916835.1_ASM1691683v1_genomic.fna.gz	bacteria	8052475
GCF_017164735.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/164/735/GCF_017164735.1_ASM1716473v1/GCF_017164735.1_ASM1716473v1_genomic.fna.gz	bacteria	7715897
GCF_001682135.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/682/135/GCF_001682135.1_ASM168213v1/GCF_001682135.1_ASM168213v1_genomic.fna.gz	bacteria	1781851
GCF_000750955.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/955/GCF_000750955.1_CS_CRIB18-1/GCF_000750955.1_CS_CRIB18-1_genomic.fna.gz	bacteria	2969604
GCF_009936215.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/215/GCF_009936215.1_ASM993621v1/GCF_009936215.1_ASM993621v1_genomic.fna.gz	bacteria	2044999
GCF_002924605.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/924/605/GCF_002924605.1_ASM292460v1/GCF_002924605.1_ASM292460v1_genomic.fna.gz	bacteria	2068408
GCF_013201645.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/645/GCF_013201645.1_ASM1320164v1/GCF_013201645.1_ASM1320164v1_genomic.fna.gz	bacteria	1694495
GCF_014931055.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/931/055/GCF_014931055.1_ASM1493105v1/GCF_014931055.1_ASM1493105v1_genomic.fna.gz	bacteria	1686880
GCF_000686845.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/845/GCF_000686845.1_ASM68684v1/GCF_000686845.1_ASM68684v1_genomic.fna.gz	bacteria	7486340
GCF_000744115.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/115/GCF_000744115.1_ASM74411v1/GCF_000744115.1_ASM74411v1_genomic.fna.gz	bacteria	2616870
GCF_000744185.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/185/GCF_000744185.1_ASM74418v1/GCF_000744185.1_ASM74418v1_genomic.fna.gz	bacteria	2352439
GCF_000746825.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/825/GCF_000746825.1_ASM74682v1/GCF_000746825.1_ASM74682v1_genomic.fna.gz	bacteria	2748608
GCF_000745125.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/745/125/GCF_000745125.1_ASM74512v1/GCF_000745125.1_ASM74512v1_genomic.fna.gz	bacteria	2518244
GCF_000744285.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/285/GCF_000744285.1_ASM74428v1/GCF_000744285.1_ASM74428v1_genomic.fna.gz	bacteria	2662616
GCF_000744175.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/175/GCF_000744175.1_ASM74417v1/GCF_000744175.1_ASM74417v1_genomic.fna.gz	bacteria	2562314
GCF_003987215.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/987/215/GCF_003987215.1_ASM398721v1/GCF_003987215.1_ASM398721v1_genomic.fna.gz	bacteria	2617409
GCF_002930615.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/930/615/GCF_002930615.1_ASM293061v1/GCF_002930615.1_ASM293061v1_genomic.fna.gz	bacteria	3643199
GCF_001636545.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/636/545/GCF_001636545.1_K.arenicorallinaCLCassembly/GCF_001636545.1_K.arenicorallinaCLCassembly_genomic.fna.gz	bacteria	2113627
GCF_000941055.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/055/GCF_000941055.1_ASM94105v1/GCF_000941055.1_ASM94105v1_genomic.fna.gz	bacteria	3303986
GCF_000417735.2.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/735/GCF_000417735.2_ASM41773v2/GCF_000417735.2_ASM41773v2_genomic.fna.gz	bacteria	1051102
GCF_946861635.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/946/861/635/GCF_946861635.1_ASM94686163v1/GCF_946861635.1_ASM94686163v1_genomic.fna.gz	bacteria	1068772
GCF_003353065.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/353/065/GCF_003353065.1_ASM335306v1/GCF_003353065.1_ASM335306v1_genomic.fna.gz	bacteria	4294247
GCF_003245365.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/245/365/GCF_003245365.1_ASM324536v1/GCF_003245365.1_ASM324536v1_genomic.fna.gz	bacteria	2181291
GCF_001767235.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/767/235/GCF_001767235.1_ASM176723v1/GCF_001767235.1_ASM176723v1_genomic.fna.gz	bacteria	9708656
GCF_000709455.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/455/GCF_000709455.1_ASM70945v1/GCF_000709455.1_ASM70945v1_genomic.fna.gz	bacteria	1072952
GCF_902375305.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/375/305/GCF_902375305.1_MGYG-HGUT-01469/GCF_902375305.1_MGYG-HGUT-01469_genomic.fna.gz	bacteria	4762944
GCF_004116325.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/116/325/GCF_004116325.1_ASM411632v1/GCF_004116325.1_ASM411632v1_genomic.fna.gz	bacteria	3227488
GCF_004116565.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/116/565/GCF_004116565.1_ASM411656v1/GCF_004116565.1_ASM411656v1_genomic.fna.gz	bacteria	3147783
GCF_013201825.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/825/GCF_013201825.1_ASM1320182v1/GCF_013201825.1_ASM1320182v1_genomic.fna.gz	bacteria	3170683
GCF_014639295.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/639/295/GCF_014639295.1_ASM1463929v1/GCF_014639295.1_ASM1463929v1_genomic.fna.gz	bacteria	3397382
GCF_000718545.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/718/545/GCF_000718545.1_ASM71854v1/GCF_000718545.1_ASM71854v1_genomic.fna.gz	bacteria	5748840
GCF_002554705.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/554/705/GCF_002554705.1_ASM255470v1/GCF_002554705.1_ASM255470v1_genomic.fna.gz	bacteria	3729970
GCF_000582685.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/582/685/GCF_000582685.1_ASM58268v1/GCF_000582685.1_ASM58268v1_genomic.fna.gz	bacteria	8133444
GCF_013408175.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/408/175/GCF_013408175.1_ASM1340817v1/GCF_013408175.1_ASM1340817v1_genomic.fna.gz	bacteria	4949786
GCF_003665035.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/665/035/GCF_003665035.1_HKA.pet.4.5CLC/GCF_003665035.1_HKA.pet.4.5CLC_genomic.fna.gz	bacteria	2050136
GCF_015277775.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/277/775/GCF_015277775.1_ASM1527777v1/GCF_015277775.1_ASM1527777v1_genomic.fna.gz	bacteria	9532094
GCF_002272825.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/272/825/GCF_002272825.1_ASM227282v1/GCF_002272825.1_ASM227282v1_genomic.fna.gz	bacteria	1970772
GCF_002272875.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/272/875/GCF_002272875.1_ASM227287v1/GCF_002272875.1_ASM227287v1_genomic.fna.gz	bacteria	1878835
GCF_002272835.1.fna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/272/835/GCF_002272835.1_ASM227283v1/GCF_002272835.1_ASM227283v1_genomic.fna.gz	bacteria	1827852
